,carat,cut,color,clarity,depth,table,x,y,z,clarity_num,cut_num,color_num,price_predicted
2738,1.8,Good,I,SI2,63.2,58.0,7.66,7.75,4.87,1,2,1,4182.972138814088
2739,0.75,Ideal,F,SI2,62.1,55.0,5.83,5.87,3.63,1,5,4,3365.3484046553003
2740,1.07,Ideal,D,IF,60.9,54.0,6.66,6.73,4.08,7,5,6,3026.651866795908
2741,0.4,Premium,D,VS2,59.1,57.0,4.87,4.81,2.86,3,4,6,3614.0551808281944
2742,0.28,Good,J,VVS2,58.4,60.0,4.27,4.33,2.51,5,2,0,4288.783481805016
2743,0.71,Very Good,E,VS2,62.9,57.0,5.68,5.7,3.58,3,3,5,3915.7233175456768
2744,0.6,Ideal,I,SI2,62.2,54.0,5.4,5.44,3.37,1,5,1,3129.854124093994
2745,1.05,Ideal,F,VVS2,62.1,54.0,6.55,6.52,4.06,5,5,4,3121.9154889172187
2746,0.33,Ideal,E,VVS1,61.5,56.0,4.49,4.46,2.75,6,5,5,3561.1495093327303
2747,0.71,Ideal,E,VS2,62.0,57.0,5.71,5.74,3.55,3,5,5,3844.275600954692
2748,1.01,Premium,F,SI1,62.8,59.0,6.4,6.36,4.01,2,4,4,4394.650513845065
2749,0.33,Premium,I,VS1,61.6,60.0,4.42,4.45,2.73,4,4,1,4542.819807461843
2750,0.9,Very Good,F,VS2,64.2,59.0,6.07,6.11,3.91,3,3,4,4505.791406319926
2751,0.74,Ideal,F,VS1,62.3,57.0,5.79,5.77,3.6,4,5,4,3868.0915064850215
2752,1.04,Premium,G,I1,62.2,58.0,6.46,6.41,4.0,0,4,3,4103.585787046328
2753,0.51,Ideal,D,VS2,62.4,55.0,5.12,5.14,3.2,3,5,6,3389.16431018563
2754,0.58,Very Good,H,SI1,63.3,56.0,5.34,5.31,3.37,2,3,2,3704.0449425146926
2755,1.02,Very Good,D,SI2,63.4,59.0,6.41,6.37,4.05,1,3,6,4442.28232490572
2756,0.41,Ideal,I,VS2,62.0,57.0,4.74,4.77,2.95,3,5,1,3844.275600954692
2757,0.43,Ideal,I,VVS2,62.6,57.0,4.79,4.82,3.01,5,5,1,3891.9074120153473
2758,1.13,Ideal,E,VS2,61.4,58.0,6.71,6.74,4.13,3,5,5,4040.076705632122
2759,0.39,Fair,E,SI1,65.6,60.0,4.5,4.56,2.97,2,1,5,4860.365214532872
2760,1.0,Premium,J,SI2,62.7,58.0,6.32,6.28,3.95,1,4,0,4143.278962930208
2761,0.56,Good,E,VS2,62.3,63.0,5.22,5.27,3.27,3,2,5,5328.689000913526
2762,1.15,Premium,G,SI1,63.0,59.0,6.68,6.63,4.19,2,4,3,4410.527784198619
2763,0.81,Ideal,H,IF,61.6,58.0,5.98,6.01,3.69,7,5,2,4055.9539759856725
2764,1.27,Premium,J,VVS1,60.1,58.0,7.06,6.99,4.22,6,4,0,3936.874448334036
2765,0.73,Ideal,G,VS2,61.6,56.0,5.8,5.83,3.58,3,5,3,3569.0881445095056
2766,0.31,Ideal,G,VVS1,60.8,56.0,4.36,4.39,2.66,6,5,3,3505.579063095296
2767,0.68,Very Good,G,IF,62.7,56.0,5.56,5.6,3.5,7,3,3,3656.413131454041
2768,0.51,Good,D,VS2,60.1,65.0,5.14,5.17,3.1,3,2,6,5640.904858500626
2769,1.2,Very Good,I,VS1,63.1,58.0,6.7,6.62,4.2,4,3,1,4175.033503637313
2770,0.4,Very Good,H,VS1,63.4,58.0,4.74,4.66,2.98,4,3,2,4198.849409167638
2771,1.54,Fair,I,SI2,64.6,56.0,7.3,7.26,4.7,1,1,1,3807.2471998127785
2772,0.77,Very Good,E,SI2,60.4,58.0,5.91,5.95,3.58,1,3,5,3960.6903538643655
2773,0.44,Very Good,E,SI1,62.2,60.0,4.79,4.86,3.0,2,3,5,4590.451618522498
2774,0.92,Premium,G,SI2,58.4,58.0,6.4,6.34,3.73,1,4,3,3801.917650328849
2775,1.01,Premium,E,SI1,59.5,60.0,6.54,6.46,3.87,2,4,5,4376.108468749551
2776,0.82,Fair,F,SI1,64.9,58.0,5.83,5.79,3.77,2,1,4,4317.928936819275
2777,0.41,Ideal,G,VS1,61.7,57.0,4.81,4.78,2.96,4,5,3,3820.459695424366
2778,0.44,Very Good,F,VVS1,62.1,60.0,4.84,4.92,3.03,6,3,4,4582.512983345723
2779,0.56,Ideal,D,SI2,62.2,55.0,5.29,5.32,3.3,1,5,6,3373.2870398320756
2780,0.26,Very Good,E,VVS2,61.7,61.0,4.08,4.12,2.53,5,3,5,4794.1913583767
2781,0.39,Ideal,G,IF,61.6,56.0,4.69,4.73,2.9,7,5,3,3569.0881445095056
2782,0.7,Fair,I,I1,68.6,57.0,5.46,5.34,3.71,0,1,1,4368.225522621897
2783,1.2,Premium,G,SI2,62.6,61.0,6.73,6.68,4.2,1,4,3,4865.639074967685
2784,2.0,Very Good,H,SI2,61.0,57.0,8.02,8.18,4.94,1,3,2,3764.8892491869356
2785,0.54,Very Good,I,VS2,62.3,56.0,5.17,5.22,3.24,3,3,1,3624.658590746936
2786,0.54,Ideal,D,VS2,61.1,56.0,5.29,5.25,3.22,3,5,6,3529.3949686256256
2787,1.6,Very Good,I,VS1,62.3,59.0,7.46,7.51,4.66,4,3,1,4354.957337961188
2788,0.37,Ideal,E,VS1,61.4,55.0,4.62,4.66,2.85,4,5,5,3309.7779584178697
2789,1.09,Ideal,G,VVS2,61.8,56.0,6.58,6.62,4.08,5,5,3,3584.965414863056
2790,0.71,Ideal,G,VS1,61.5,56.0,5.74,5.78,3.54,4,5,3,3561.1495093327303
2791,1.0,Premium,D,SI1,59.2,62.0,6.54,6.49,3.86,2,4,6,4839.158394695389
2792,0.33,Ideal,E,VS2,61.5,57.0,4.41,4.47,2.73,3,5,5,3804.5824250708156
2793,1.2,Very Good,I,VS1,62.6,59.0,6.69,6.73,4.2,4,3,1,4378.773243491514
2794,1.21,Premium,G,VS1,62.7,58.0,6.76,6.85,4.27,4,4,3,4143.278962930208
2795,0.42,Ideal,E,VVS2,62.3,55.0,4.81,4.76,2.98,5,5,5,3381.225675008851
2796,0.31,Good,G,VS1,63.2,56.0,4.28,4.29,2.71,4,2,3,3696.1063073379173
2797,1.01,Premium,D,VVS2,62.4,58.0,6.44,6.39,4.0,5,4,6,4119.463057399878
2798,0.99,Fair,J,I1,73.6,60.0,6.01,5.8,4.35,0,1,0,5495.456028674938
2799,1.07,Premium,H,VS2,60.6,60.0,6.66,6.63,4.03,3,4,2,4463.433455694087
2800,0.92,Premium,F,SI2,61.8,58.0,6.19,6.23,3.84,1,4,4,4071.8312463392267
2801,1.04,Very Good,G,VVS2,62.8,54.0,6.39,6.5,4.05,5,3,3,3177.4859351546456
2802,0.3,Premium,G,VVS1,62.6,58.0,4.27,4.29,2.68,6,4,3,4135.340327753433
2803,0.62,Very Good,D,VVS2,58.1,63.0,5.59,5.66,3.27,5,3,6,4995.266323488942
2804,0.7,Ideal,F,SI2,62.1,57.0,5.65,5.69,3.52,1,5,4,3852.2142361314673
2805,1.0,Premium,G,SI2,60.7,59.0,6.45,6.41,3.9,1,4,3,4227.939175132777
2806,1.03,Ideal,G,SI1,60.8,57.0,6.52,6.47,3.95,2,5,3,3749.0119788333814
2807,0.71,Ideal,G,VVS1,61.1,57.0,5.76,5.8,3.53,6,5,3,3772.827884363711
2808,0.3,Ideal,H,VVS1,62.5,53.8,4.31,4.33,2.69,6,5,2,3104.9834464767027
2809,0.4,Good,I,VS1,63.8,55.0,4.69,4.65,2.98,4,2,1,3500.305202660491
2810,0.5,Good,E,VS2,64.1,58.0,5.03,5.01,3.22,3,2,5,4254.419855405069
2811,0.26,Very Good,E,VVS2,62.9,56.0,4.07,4.1,2.57,5,3,5,3672.2904018075915
2812,0.33,Very Good,G,VS2,62.1,56.0,4.41,4.44,2.75,3,3,3,3608.781320393382
2813,0.4,Ideal,D,VVS2,62.2,55.0,4.74,4.72,2.94,5,5,6,3373.2870398320756
2814,0.53,Very Good,E,SI1,63.0,55.0,5.14,5.18,3.25,2,3,5,3436.7961212462815
2815,0.7,Very Good,F,SI1,62.3,57.0,5.65,5.69,3.53,2,3,4,3868.0915064850215
2816,0.36,Ideal,E,VS2,61.9,56.0,4.55,4.56,2.82,3,5,5,3592.9040500398314
2817,0.48,Premium,E,SI2,62.9,60.0,4.93,4.9,3.09,1,4,5,4646.022064759929
2818,0.72,Ideal,D,SI1,60.5,56.0,5.79,5.84,3.52,2,5,6,3481.7631575649702
2819,0.51,Very Good,F,VS2,58.6,58.0,5.22,5.29,3.08,3,3,4,3817.7949206823996
2820,0.26,Ideal,G,VS1,62.5,53.0,4.1,4.13,2.57,4,5,3,2910.2371138862345
2821,1.0,Good,F,I1,64.2,59.0,6.26,6.3,4.03,0,2,4,4505.791406319926
2822,0.26,Ideal,F,IF,62.0,56.0,4.07,4.1,2.53,7,5,4,3600.8426852166067
2823,0.32,Ideal,G,VVS1,60.2,56.0,4.45,4.49,2.69,6,5,3,3457.9472520346444
2824,0.79,Premium,G,VS1,61.3,59.0,5.97,5.91,3.64,4,4,3,4275.570986193428
2825,1.07,Ideal,H,VS2,62.1,57.0,6.53,6.49,4.04,3,5,2,3852.2142361314673
2826,0.9,Premium,D,SI2,58.1,60.0,6.26,6.24,3.63,1,4,6,4264.96757627469
2827,2.35,Premium,J,VS1,60.7,60.0,8.64,8.6,5.23,4,4,0,4471.372090870862
2828,1.11,Ideal,I,VS1,63.0,56.0,6.61,6.57,4.15,4,5,1,3680.2290369843668
2829,0.36,Good,E,VVS1,58.2,56.0,4.68,4.74,2.74,6,2,5,3299.174548499128
2830,0.3,Good,F,VVS1,61.1,61.0,4.29,4.32,2.63,6,2,4,4746.559547316048
2831,0.53,Ideal,G,VS1,61.8,55.0,5.17,5.22,3.21,4,5,3,3341.532499124971
2832,0.79,Premium,J,SI1,58.8,62.0,6.03,6.01,3.54,2,4,0,4807.403853988288
2833,0.33,Premium,D,SI2,61.6,59.0,4.42,4.41,2.72,1,4,6,4299.386891723758
2834,1.36,Premium,I,VS1,62.0,59.0,7.1,7.06,4.39,4,4,1,4331.141432430859
2835,1.03,Very Good,H,SI2,60.9,57.0,6.5,6.58,3.98,1,3,2,3756.9506140101603
2836,0.42,Premium,G,VVS1,59.8,58.0,4.88,4.85,2.91,6,4,3,3913.05854280371
2837,0.32,Ideal,H,VVS1,61.6,54.0,4.42,4.45,2.73,6,5,2,3082.2223130333387
2838,0.56,Ideal,E,VS1,61.8,56.0,5.28,5.33,3.28,4,5,5,3584.965414863056
2839,0.34,Premium,G,VVS1,59.0,62.0,4.6,4.56,2.7,6,4,3,4823.281124341838
2840,0.5,Very Good,D,VS1,59.8,58.0,5.12,5.14,3.07,4,3,6,3913.05854280371
2841,3.11,Fair,J,I1,65.9,57.0,9.15,9.02,5.98,0,1,0,4153.88237284895
2842,0.56,Ideal,D,VS2,60.9,56.0,5.35,5.32,3.25,3,5,6,3513.517698272075
2843,0.3,Ideal,E,VVS1,60.6,57.0,4.33,4.35,2.63,6,5,5,3733.134708479831
2844,0.37,Ideal,E,VS1,61.6,54.7,4.61,4.63,2.85,4,5,5,3252.6253540499984
2845,0.53,Ideal,G,VS2,61.6,56.0,5.24,5.19,3.21,3,5,3,3569.0881445095056
2846,1.6,Very Good,D,SI2,60.6,58.0,7.55,7.61,4.59,1,3,6,3976.567624217916
2847,0.31,Ideal,D,SI1,62.1,56.0,4.33,4.37,2.7,2,5,6,3608.781320393382
2848,1.54,Very Good,J,VS1,63.5,57.0,7.27,7.37,4.65,4,3,0,3963.3551286063284
2849,0.33,Very Good,G,VVS2,62.8,57.0,4.39,4.47,2.78,5,3,3,3907.7846823689015
2850,0.31,Good,H,VS2,63.5,57.0,4.32,4.34,2.75,3,2,2,3963.3551286063284
2851,0.71,Premium,G,SI1,58.5,58.0,5.87,5.82,3.42,2,4,3,3809.8562855056243
2852,1.01,Premium,F,SI2,61.1,57.0,6.48,6.44,3.95,1,4,4,3772.827884363711
2853,0.3,Ideal,F,VVS1,61.9,58.0,4.26,4.3,2.65,6,5,4,4079.769881516002
2854,1.31,Ideal,H,VS1,62.5,56.0,6.95,7.03,4.37,4,5,2,3640.5358611004867
2855,0.71,Ideal,I,VS2,61.6,57.0,5.7,5.62,3.49,3,5,1,3812.521060247591
2856,0.41,Ideal,D,SI1,61.6,55.0,4.8,4.78,2.95,2,5,6,3325.6552287714203
2857,1.0,Premium,F,VS1,62.6,58.0,6.37,6.4,4.0,4,4,4,4135.340327753433
2858,1.07,Ideal,D,VS1,61.8,57.0,6.55,6.58,4.06,4,5,6,3828.3983306011414
2859,0.52,Premium,G,VS1,62.6,59.0,5.08,5.11,3.19,4,4,3,4378.773243491514
2860,1.05,Ideal,G,VS2,62.8,57.0,6.49,6.45,4.06,3,5,3,3907.7846823689015
2861,0.33,Ideal,D,VVS2,61.7,55.0,4.46,4.49,2.76,5,5,6,3333.5938639481956
2862,1.5,Very Good,F,SI2,62.3,60.0,7.29,7.34,4.56,1,3,4,4598.390253699274
2863,0.41,Ideal,H,SI2,61.7,56.0,4.8,4.77,2.95,1,5,2,3577.026779686281
2864,0.71,Very Good,F,VS1,62.9,55.0,5.68,5.71,3.58,4,3,4,3428.857486069506
2865,0.5,Good,D,SI1,63.8,60.0,5.0,5.03,3.2,2,2,6,4717.46978135091
2866,1.01,Very Good,D,VS2,63.1,60.0,6.39,6.35,4.02,3,3,6,4661.8993351134795
2867,1.71,Good,H,VS2,63.7,58.0,7.57,7.54,4.81,3,2,2,4222.665314697964
2868,0.4,Ideal,F,VVS1,62.2,56.0,4.71,4.74,2.94,6,5,4,3616.719955570161
2869,0.32,Very Good,G,VS1,61.7,55.0,4.37,4.41,2.71,4,3,3,3333.5938639481956
2870,0.5,Very Good,E,SI1,60.7,61.0,5.09,5.12,3.1,2,3,5,4714.805006608944
2871,1.02,Fair,F,SI2,65.5,59.0,6.27,6.24,4.1,1,1,4,4608.993663618012
2872,1.05,Very Good,G,SI2,62.5,60.0,6.45,6.5,4.05,1,3,3,4614.267524052824
2873,1.36,Premium,E,VVS2,59.8,59.0,7.12,7.2,4.38,5,4,5,4156.491458541792
2874,0.51,Ideal,E,SI1,62.3,56.0,5.15,5.12,3.2,2,5,5,3624.658590746936
2875,1.2,Premium,H,SI2,62.4,57.0,6.83,6.75,4.24,1,4,2,3876.0301416617967
2876,0.72,Ideal,F,VS1,62.0,56.0,5.76,5.73,3.56,4,5,4,3600.8426852166067
2877,0.49,Very Good,F,VVS1,62.2,56.0,5.04,5.08,3.14,6,3,4,3616.719955570161
2878,0.36,Premium,H,SI1,61.3,57.0,4.65,4.61,2.84,2,4,2,3788.7051547172614
2879,0.7,Premium,D,SI1,62.1,62.0,5.63,5.58,3.48,2,4,6,5069.378814821886
2880,0.9,Premium,E,SI2,59.5,61.0,6.3,6.24,3.73,1,4,5,4619.541384487633
2881,0.32,Premium,G,VVS1,58.1,59.0,4.53,4.49,2.62,6,4,3,4021.534660536605
2882,2.0,Very Good,G,SI2,63.5,55.0,8.03,7.93,5.07,1,3,3,3476.4892971301615
2883,0.9,Good,F,SI2,63.3,57.0,6.08,6.14,3.87,1,2,4,3947.477858252778
2884,1.18,Ideal,E,SI2,60.9,57.0,6.86,6.89,4.19,1,5,5,3756.9506140101603
2885,0.36,Ideal,E,VS1,61.8,56.0,4.55,4.58,2.82,4,5,5,3584.965414863056
2886,0.37,Ideal,F,VVS2,60.0,59.0,4.64,4.66,2.79,5,5,4,4172.368728895342
2887,0.3,Ideal,F,SI1,62.4,56.0,4.27,4.32,2.68,2,5,4,3632.5972259237114
2888,0.36,Premium,F,VS2,60.5,60.0,4.55,4.61,2.77,3,4,4,4455.494820517308
2889,0.8,Premium,J,SI2,60.2,59.0,6.07,5.95,3.62,1,4,0,4188.245999248897
2890,1.51,Ideal,H,SI1,61.9,57.0,7.37,7.32,4.55,2,5,2,3836.3369657779167
2891,0.62,Very Good,F,VS2,59.8,58.0,5.55,5.59,3.33,3,3,4,3913.05854280371
2892,0.71,Premium,H,SI1,62.4,59.0,5.65,5.6,3.51,2,4,2,4362.895973137964
2893,0.32,Good,G,VS1,57.0,62.0,4.51,4.54,2.58,4,2,3,4664.508420806322
2894,1.02,Ideal,G,VS2,62.8,57.0,6.36,6.45,4.02,3,5,3,3907.7846823689015
2895,0.41,Premium,H,VS1,62.0,56.0,4.78,4.74,2.95,4,4,2,3600.8426852166067
2896,1.14,Ideal,G,VS2,62.0,55.0,6.68,6.77,4.17,3,5,3,3357.409769478525
2897,0.52,Premium,G,SI1,60.6,61.0,5.19,5.17,3.14,2,4,3,4706.866371432168
2898,1.0,Good,H,SI1,62.7,60.0,6.24,6.3,3.93,2,2,2,4630.144794406375
2899,0.56,Very Good,E,SI1,60.2,57.0,5.36,5.4,3.24,2,3,5,3701.3801677727297
2900,0.32,Premium,G,SI1,61.0,61.0,4.41,4.38,2.68,2,4,3,4738.620912139273
2901,0.37,Ideal,D,VVS2,61.6,54.0,4.61,4.64,2.85,5,5,6,3082.2223130333387
2902,0.9,Good,G,SI1,63.2,59.0,6.05,6.1,3.84,2,2,3,4426.4050545521695
2903,1.01,Ideal,G,SI1,61.1,58.0,6.43,6.49,3.95,2,5,3,4016.2608001017925
2904,1.03,Ideal,J,SI1,62.3,57.0,6.48,6.43,4.02,2,5,0,3868.0915064850215
2905,0.78,Premium,G,SI2,60.6,58.0,6.02,5.99,3.64,1,4,3,3976.567624217916
2906,0.33,Ideal,G,VS1,61.6,57.0,4.46,4.49,2.75,4,5,3,3812.521060247591
2907,0.33,Ideal,H,VVS2,61.3,56.0,4.43,4.47,2.73,5,5,2,3545.272238979176
2908,1.09,Ideal,H,SI1,61.9,57.0,6.63,6.58,4.09,2,5,2,3836.3369657779167
2909,0.5,Good,J,SI1,63.3,60.0,4.97,4.99,3.15,2,2,0,4677.77660546703
2910,1.01,Ideal,J,VS2,61.3,56.0,6.46,6.5,3.97,3,5,0,3545.272238979176
2911,1.0,Very Good,E,VVS2,63.5,55.0,6.36,6.31,4.02,5,3,5,3476.4892971301615
2912,0.59,Premium,E,SI2,60.8,56.0,5.43,5.4,3.29,1,4,5,3505.579063095296
2913,0.7,Very Good,H,SI2,59.9,57.0,5.74,5.77,3.45,1,3,2,3677.5642622424
2914,0.31,Premium,I,SI1,61.3,58.0,4.34,4.37,2.67,2,4,1,4032.1380704553467
2915,0.39,Premium,E,VS2,62.5,60.0,4.64,4.67,2.91,3,4,5,4614.267524052824
2916,0.85,Ideal,E,SI1,61.8,54.0,6.1,6.14,3.78,2,5,5,3098.099583386889
2917,0.73,Ideal,I,VVS2,62.3,55.0,5.76,5.77,3.59,5,5,1,3381.225675008851
2918,1.09,Ideal,J,SI1,60.7,58.0,6.64,6.68,4.04,2,5,0,3984.5062593946914
2919,0.4,Ideal,D,SI2,61.3,56.0,4.72,4.77,2.91,1,5,6,3545.272238979176
2920,0.4,Very Good,E,SI1,61.7,60.0,4.68,4.72,2.9,2,3,5,4550.758442638618
2921,0.22,Fair,E,VS2,65.1,61.0,3.87,3.78,2.49,3,1,5,5064.104954387078
2922,0.31,Premium,E,VS2,60.3,58.0,4.42,4.37,2.65,3,4,5,3952.7517186875866
2923,1.19,Ideal,J,SI2,61.7,56.0,6.8,6.85,4.21,1,5,0,3577.026779686281
2924,1.06,Fair,I,I1,64.5,57.0,6.47,6.33,4.13,0,1,1,4042.7414803740885
2925,0.61,Very Good,E,VS1,59.6,63.0,5.44,5.57,3.28,4,3,5,5114.345851140579
2926,0.82,Ideal,H,VVS2,61.4,56.0,6.01,6.05,3.71,5,5,2,3553.210874155955
2927,1.01,Fair,G,I1,64.5,56.0,6.32,6.26,4.06,0,1,3,3799.308564636003
2928,0.32,Ideal,E,VS2,61.4,56.0,4.4,4.43,2.71,3,5,5,3553.210874155955
2929,0.5,Premium,D,SI2,62.2,58.0,5.08,5.14,3.18,1,4,6,4103.585787046328
2930,1.01,Premium,F,SI1,59.1,56.0,6.65,6.52,3.89,2,4,4,3370.622265090109
2931,1.0,Very Good,F,SI2,62.7,58.0,6.3,6.36,3.97,1,3,4,4143.278962930208
2932,0.31,Ideal,D,SI1,62.9,56.0,4.34,4.31,2.72,2,5,6,3672.2904018075915
2933,0.35,Ideal,E,VS2,62.4,57.0,4.52,4.55,2.83,3,5,5,3876.0301416617967
2934,0.7,Ideal,H,VS2,61.2,57.0,5.73,5.77,3.52,3,5,2,3780.766519540486
2935,1.08,Ideal,G,SI2,62.2,56.0,6.56,6.59,4.09,1,5,3,3616.719955570161
2936,1.21,Premium,D,VVS1,60.1,59.0,6.96,6.88,4.16,6,4,6,4180.307364072121
2937,1.06,Premium,H,SI1,62.8,58.0,6.49,6.47,4.07,2,4,2,4151.217598106983
2938,0.28,Ideal,I,VS2,62.4,56.0,4.19,4.22,2.62,3,5,1,3632.5972259237114
2939,0.5,Good,F,VS2,63.3,57.0,5.02,5.06,3.19,3,2,4,3947.477858252778
2940,1.01,Premium,D,SI1,61.6,58.0,6.47,6.42,3.97,2,4,6,4055.9539759856725
2941,0.42,Fair,D,SI1,64.7,61.0,4.7,4.73,3.05,2,1,6,5032.350413679977
2942,1.53,Ideal,F,SI1,61.6,56.0,7.34,7.39,4.54,2,5,4,3569.0881445095056
2943,0.57,Premium,E,VS2,63.0,59.0,5.29,5.25,3.32,3,4,5,4410.527784198619
2944,0.41,Premium,D,VVS2,61.9,59.0,4.78,4.75,2.95,5,4,6,4323.202797254084
2945,2.24,Ideal,F,SI2,60.3,59.0,8.47,8.5,5.12,1,5,4,4196.184634425672
2946,0.41,Good,E,SI2,63.8,57.0,4.75,4.68,3.01,1,2,5,3987.171034136658
2947,0.5,Very Good,G,SI1,62.4,52.0,5.1,5.15,3.2,2,3,3,2658.865562971374
2948,0.23,Very Good,F,VS2,59.1,59.0,4.02,4.07,2.39,3,3,4,4100.921012304361
2949,1.11,Very Good,F,SI1,60.1,61.0,6.64,6.74,4.06,2,3,4,4667.173195548288
2950,1.2,Ideal,E,SI2,61.3,56.0,6.85,6.88,4.21,1,5,5,3545.272238979176
2951,1.14,Premium,F,VVS1,59.4,59.0,6.87,6.8,4.06,6,4,4,4124.736917834691
2952,0.9,Ideal,G,SI2,62.5,56.0,6.15,6.2,3.86,1,5,3,3640.5358611004867
2953,1.22,Premium,G,VS1,62.2,59.0,6.82,6.87,4.26,4,4,3,4347.018702784413
2954,0.7,Premium,F,VS1,61.7,60.0,5.67,5.64,3.49,4,4,4,4550.758442638618
2955,1.07,Premium,I,SI1,58.4,60.0,6.78,6.68,3.93,2,4,1,4288.783481805016
2956,0.51,Very Good,E,SI2,63.3,56.0,5.12,5.08,3.23,1,3,5,3704.0449425146926
2957,0.3,Premium,E,SI1,62.5,60.0,4.24,4.27,2.66,2,4,5,4614.267524052824
2958,1.12,Premium,G,SI2,61.2,58.0,6.69,6.67,4.09,1,4,3,4024.1994352785714
2959,0.3,Premium,F,VS2,61.5,60.0,4.26,4.29,2.63,3,4,4,4534.881172285068
2960,0.4,Premium,D,SI1,61.6,58.0,4.73,4.69,2.9,2,4,6,4055.9539759856725
2961,0.9,Premium,I,SI1,63.0,58.0,6.09,6.01,3.81,2,4,1,4167.094868460534
2962,0.3,Ideal,H,VS1,61.6,57.0,4.3,4.33,2.66,4,5,2,3812.521060247591
2963,0.74,Premium,F,SI2,61.4,57.0,5.82,5.8,3.57,1,4,4,3796.6437898940403
2964,0.41,Very Good,J,VS2,63.4,56.0,4.73,4.7,2.99,3,3,0,3711.983577691468
2965,0.52,Premium,E,SI1,61.6,58.0,5.17,5.12,3.17,2,4,5,4055.9539759856725
2966,0.54,Ideal,D,VVS2,61.4,52.0,5.3,5.34,3.26,5,5,6,2579.4792112036175
2967,0.9,Very Good,H,SI2,61.2,57.0,6.21,6.27,3.82,1,3,2,3780.766519540486
2968,0.7,Good,I,VS1,61.1,61.0,5.65,5.7,3.47,4,2,1,4746.559547316048
2969,0.34,Very Good,H,VS2,62.4,60.0,4.41,4.44,2.76,3,3,2,4606.328888876049
2970,0.7,Ideal,F,VS2,61.9,55.0,5.7,5.74,3.54,3,5,4,3349.4711343017498
2971,1.02,Very Good,G,VS2,63.0,57.0,6.37,6.39,4.02,3,3,3,3923.661952722452
2972,1.0,Good,F,SI2,63.8,58.0,6.28,6.33,4.02,1,2,4,4230.60394987474
2973,0.31,Ideal,I,SI2,61.0,56.0,4.39,4.43,2.69,1,5,1,3521.4563334488503
2974,1.23,Premium,G,VS1,62.2,58.0,6.78,6.74,4.27,4,4,3,4103.585787046328
2975,0.7,Very Good,E,SI1,59.4,63.0,5.79,5.73,3.42,2,3,5,5098.468580787025
2976,0.54,Ideal,D,VS2,61.1,57.0,5.25,5.22,3.2,3,5,6,3772.827884363711
2977,0.38,Ideal,H,SI1,61.5,56.0,4.67,4.69,2.88,2,5,2,3561.1495093327303
2978,0.9,Fair,E,SI2,65.0,58.0,6.08,6.04,3.94,1,1,5,4325.86757199605
2979,1.0,Ideal,D,SI2,61.5,56.0,6.45,6.41,3.95,1,5,6,3561.1495093327303
2980,0.29,Very Good,G,VS2,61.9,55.0,4.25,4.28,2.64,3,3,3,3349.4711343017498
2981,2.01,Premium,E,SI1,60.4,61.0,8.05,7.98,4.84,2,4,5,4690.989101078614
2982,1.32,Premium,F,SI2,60.6,60.0,7.1,7.05,4.29,1,4,4,4463.433455694087
2983,0.72,Premium,F,VS2,61.5,58.0,5.73,5.69,3.51,3,4,4,4048.0153408088972
2984,0.31,Premium,H,VS2,62.4,59.0,4.34,4.31,2.7,3,4,2,4362.895973137964
2985,1.51,Fair,J,SI2,65.1,59.0,7.13,7.09,4.63,1,1,0,4577.239122910911
2986,0.24,Ideal,H,IF,62.1,57.0,4.0,4.04,2.5,7,5,2,3852.2142361314673
2987,0.79,Ideal,E,VS2,59.3,57.0,6.02,6.06,3.58,3,5,5,3629.932451181745
2988,0.73,Premium,F,VS2,62.7,58.0,5.76,5.7,3.59,3,4,4,4143.278962930208
2989,0.9,Very Good,D,VS1,58.9,59.0,6.22,6.31,3.69,4,3,6,4085.0437419508107
2990,0.51,Premium,F,VVS2,61.9,56.0,5.17,5.13,3.19,5,4,4,3592.9040500398314
2991,0.29,Ideal,G,VVS2,60.7,54.0,4.33,4.37,2.64,5,5,3,3010.7745964423575
2992,0.68,Good,F,SI1,58.1,60.0,5.8,5.91,3.4,2,2,4,4264.96757627469
2993,0.51,Ideal,D,VS2,61.1,56.0,5.16,5.2,3.17,3,5,6,3529.3949686256256
2994,1.55,Ideal,I,VS2,61.8,55.0,7.4,7.44,4.58,3,5,1,3341.532499124971
2995,1.51,Very Good,H,SI2,60.8,58.0,7.4,7.51,4.53,1,3,2,3992.4448945714666
2996,2.01,Ideal,I,SI1,62.9,57.0,8.05,7.98,5.04,2,5,1,3915.7233175456768
2997,1.04,Very Good,G,VVS1,58.2,60.0,6.66,6.71,3.89,6,3,3,4272.906211451465
2998,0.98,Fair,G,SI1,64.4,56.0,6.33,6.24,4.03,2,1,3,3791.369929459228
2999,0.25,Very Good,E,VVS1,62.9,58.0,4.01,4.03,2.53,6,3,5,4159.156233283758
3000,0.42,Ideal,H,VS1,61.2,57.0,4.87,4.8,2.96,4,5,2,3780.766519540486
3001,1.1,Very Good,G,VVS1,60.4,57.0,6.7,6.77,4.07,6,3,3,3717.2574381262802
3002,0.41,Very Good,D,VS1,62.8,57.0,4.73,4.76,2.98,4,3,6,3907.7846823689015
3003,1.02,Premium,F,VS2,62.7,59.0,6.41,6.44,4.03,3,4,4,4386.7118786682895
3004,0.61,Very Good,H,VVS2,60.5,57.0,5.52,5.54,3.35,5,3,2,3725.1960733030555
3005,0.4,Ideal,J,VS1,61.3,56.0,4.77,4.79,2.93,4,5,0,3545.272238979176
